ID,age,income,max_ant,months,score,zone,level,house_type,risk
296,32,894.65,0,152,175,Capital,Tecnico,Familiar,0
303,26,2000,0,144,174,Capital,Tecnico,Familiar,0
315,38,1500,0,207,177,Capital,Tecnico,Familiar,0
322,27,1189.13,50,163,190,Capital,Tecnico,Familiar,0
325,43,2500,15,158,197,Capital,Tecnico,Familiar,0
326,55,2500,55,181,211,Capital,Tecnico,Familiar,0
332,25,1200,26,151,188,Capital,Tecnico,Familiar,0
342,32,1300,0,174,175,Capital,Tecnico,Familiar,0
344,37,2100,10,210,213,Capital,Tecnico,Familiar,0
345,27,4389,63,217,186,Capital,Tecnico,Familiar,0
347,32,2000.74,0,158,180,Capital,Tecnico,Familiar,0
355,34,2800,0,153,194,Capital,Tecnico,Familiar,0
356,29,1600,0,157,180,Capital,Tecnico,Familiar,0
362,49,2184.26,0,174,235,Capital,Tecnico,Familiar,0
364,27,5000,31,149,203,Capital,Tecnico,Familiar,0
365,35,9052.8,0,267,194,Capital,Tecnico,Familiar,0
370,41,2497.3,0,164,180,Capital,Tecnico,Familiar,0
374,32,1124.85,5,118,194,Capital,Tecnico,Familiar,0
375,63,1500,0,182,196,Capital,Tecnico,Familiar,0
390,59,1100,0,391,192,Capital,Tecnico,Familiar,0
394,36,595.94,0,148,177,Capital,Tecnico,Familiar,0
396,28,1412.49,0,109,199,Capital,Tecnico,Familiar,0
415,39,1070.83,7,118,177,Capital,Tecnico,Familiar,0
416,32,1173.6,40,142,177,Capital,Tecnico,Familiar,0
428,31,1554.85,0,219,177,Capital,Tecnico,Familiar,0
436,24,2100,19,210,206,Capital,Tecnico,Familiar,0
440,45,858.88,10,114,180,Capital,Tecnico,Familiar,0
441,46,1700,9,158,185,Capital,Tecnico,Familiar,0
445,62,7485.57,0,206,204,Capital,Tecnico,Familiar,0
446,47,1280,0,139,160,Capital,Tecnico,Familiar,0
448,24,2055.37,0,125,173,Capital,Tecnico,Familiar,0
450,51,1072.25,13,142,180,Capital,Tecnico,Familiar,0
465,41,1500,23,239,187,Capital,Tecnico,Familiar,0
466,29,1179.94,0,144,175,Capital,Tecnico,Familiar,0
474,32,2500,0,252,183,Capital,Tecnico,Familiar,0
475,31,3500,31,195,185,Capital,Tecnico,Familiar,0
484,36,763.29,43,163,175,Capital,Tecnico,Familiar,0
495,24,2446.21,14,142,180,Capital,Tecnico,Familiar,0
496,48,2500,0,201,197,Capital,Tecnico,Familiar,0
499,27,3800,35,154,192,Capital,Tecnico,Familiar,0
502,36,3955.98,0,106,194,Capital,Tecnico,Familiar,0
513,31,1500,16,141,187,Capital,Tecnico,Familiar,0
521,35,1300,34,215,177,Capital,Tecnico,Familiar,0
524,37,2600,59,255,194,Capital,Tecnico,Familiar,0
526,27,1071.72,16,137,188,Capital,Tecnico,Familiar,0
528,48,1643.62,67,285,185,Capital,Tecnico,Familiar,0
531,31,937.67,10,150,175,Capital,Tecnico,Familiar,0
538,37,1200,0,284,215,Capital,Tecnico,Familiar,0
556,47,2100,20,210,169,Capital,Tecnico,Familiar,0
564,29,851.38,14,120,173,Capital,Tecnico,Familiar,0
567,33,800,0,176,187,Capital,Tecnico,Familiar,0
570,35,772.37,0,126,196,Capital,Tecnico,Familiar,0
576,50,6600,27,210,216,Capital,Tecnico,Familiar,0
585,48,1673,39,251,185,Capital,Tecnico,Familiar,0
587,41,4000,38,204,197,Capital,Tecnico,Familiar,0
590,23,1473.77,0,118,180,Capital,Tecnico,Familiar,0
592,30,2300,41,125,211,Capital,Tecnico,Familiar,0
596,31,1000,0,149,168,Capital,Tecnico,Familiar,0
599,49,2400,0,465,183,Capital,Tecnico,Familiar,0
612,28,1062.02,0,202,175,Capital,Tecnico,Familiar,0
621,26,3575.67,14,198,169,Capital,Tecnico,Familiar,0
625,26,1000,19,196,169,Capital,Tecnico,Familiar,0
628,39,695.45,11,154,194,Capital,Tecnico,Familiar,0
636,53,2300,19,504,201,Capital,Tecnico,Familiar,0
637,37,2300,21,138,193,Capital,Tecnico,Familiar,0
648,35,944.52,54,159,177,Capital,Tecnico,Familiar,0
653,31,2926.52,22,123,192,Capital,Tecnico,Familiar,0
656,33,2326.88,0,135,180,Capital,Tecnico,Familiar,0
675,40,3680.54,29,124,176,Capital,Tecnico,Familiar,0
683,43,2133.63,69,130,197,Capital,Tecnico,Familiar,0
685,31,1050.81,61,188,175,Capital,Tecnico,Familiar,0
686,37,1408.21,42,156,201,Capital,Tecnico,Familiar,0
699,37,3000,5,198,194,Capital,Tecnico,Familiar,0
700,31,3000,38,162,185,Capital,Tecnico,Familiar,0
705,40,2500,98,158,211,Capital,Tecnico,Familiar,0
721,44,1600,0,366,182,Capital,Tecnico,Familiar,0
727,36,3848,15,129,194,Capital,Tecnico,Familiar,0
735,59,2088.23,51,170,199,Capital,Tecnico,Familiar,0
739,36,2346,80,173,220,Capital,Tecnico,Familiar,0
748,32,2050,8,179,180,Capital,Tecnico,Familiar,0
753,44,2034,97,329,178,Capital,Tecnico,Familiar,0
756,34,1400,18,176,177,Capital,Tecnico,Familiar,0
771,28,5274,52,222,192,Capital,Tecnico,Familiar,0
774,37,6617.93,28,160,194,Capital,Tecnico,Familiar,0
776,48,1400,0,216,182,Capital,Tecnico,Familiar,0
780,50,2923.86,0,192,197,Capital,Tecnico,Familiar,0
797,26,2100,29,130,219,Capital,Tecnico,Familiar,0
798,22,1125.1,18,137,177,Capital,Tecnico,Familiar,0
828,26,1500,3,205,171,Capital,Tecnico,Familiar,0
843,37,4500,14,144,167,Capital,Tecnico,Familiar,0
854,37,7300,102,289,193,Capital,Tecnico,Familiar,0
855,37,7300,102,289,193,Capital,Tecnico,Familiar,0
883,30,1269.52,43,202,194,Capital,Tecnico,Familiar,0
951,44,13400,0,291,211,Capital,Tecnico,Familiar,0
966,48,1000,103,210,199,Capital,Tecnico,Familiar,0
985,40,4500,72,257,197,Capital,Tecnico,Familiar,0
988,32,4355,94,205,192,Capital,Tecnico,Familiar,0
1006,44,2300,63,238,195,Capital,Tecnico,Familiar,0
1007,52,2500,116,334,197,Capital,Tecnico,Familiar,0
1016,51,8400,96,486,216,Capital,Tecnico,Familiar,0
1032,42,2244.27,36,276,185,Capital,Tecnico,Familiar,0
1039,46,3089.29,16,187,190,Capital,Tecnico,Familiar,0
1052,39,1826.78,45,251,185,Capital,Tecnico,Familiar,0
1069,32,2800,81,133,190,Capital,Tecnico,Familiar,0
1080,34,1718.19,89,210,182,Capital,Tecnico,Familiar,0
1103,43,11678.33,96,257,211,Capital,Tecnico,Familiar,0
1125,38,1928.14,60,265,213,Capital,Tecnico,Familiar,0
1136,49,1969.75,18,425,197,Capital,Tecnico,Familiar,0
1175,57,2440,12,569,211,Capital,Tecnico,Familiar,0
1185,32,4000,55,179,183,Capital,Tecnico,Familiar,0
1205,43,1021.93,0,234,218,Capital,Tecnico,Familiar,0
1308,52,4000,39,513,216,Capital,Tecnico,Familiar,0
1365,43,1500,0,378,201,Capital,Tecnico,Familiar,0
1446,38,24000,0,220,206,Capital,Tecnico,Familiar,0
1509,28,1372.4,0,112,175,Capital,Tecnico,Familiar,1
1511,33,2146,7,158,220,Capital,Tecnico,Familiar,1
1516,33,2500,15,156,204,Capital,Tecnico,Familiar,1
1518,49,2435.11,0,222,216,Capital,Tecnico,Familiar,1
1523,33,834.91,0,121,177,Capital,Tecnico,Familiar,1
1531,33,3000,0,210,206,Capital,Tecnico,Familiar,1
1535,28,11900,15,159,185,Capital,Tecnico,Familiar,1
1537,23,900,6,130,175,Capital,Tecnico,Familiar,1
1553,22,695.25,0,137,175,Capital,Tecnico,Familiar,1
1558,26,2100,9,150,186,Capital,Tecnico,Familiar,1
1564,44,700,8,149,182,Capital,Tecnico,Familiar,1
1571,23,1000,7,179,183,Capital,Tecnico,Familiar,1
1577,33,2000,19,236,160,Capital,Tecnico,Familiar,1
1595,32,1500,0,213,177,Capital,Tecnico,Familiar,1
1605,39,2184,14,172,209,Capital,Tecnico,Familiar,1
1607,30,1201.86,5,137,175,Capital,Tecnico,Familiar,1
1608,43,2135,9,167,196,Capital,Tecnico,Familiar,1
1627,52,700,0,282,199,Capital,Tecnico,Familiar,1
1628,23,955.9,0,120,175,Capital,Tecnico,Familiar,1
1632,28,1012.29,0,120,168,Capital,Tecnico,Familiar,1
1638,30,1200,0,143,175,Capital,Tecnico,Familiar,1
1648,33,2372,10,144,190,Capital,Tecnico,Familiar,1
1659,29,9836,0,162,223,Capital,Tecnico,Familiar,1
1661,24,780,0,126,156,Capital,Tecnico,Familiar,1
1669,32,1500,0,117,177,Capital,Tecnico,Familiar,1
1670,39,1400,0,186,198,Capital,Tecnico,Familiar,1
1676,25,1076.98,0,121,205,Capital,Tecnico,Familiar,1
1677,34,1200,8,175,175,Capital,Tecnico,Familiar,1
1683,41,1400,9,136,197,Capital,Tecnico,Familiar,1
1688,31,900,9,126,155,Capital,Tecnico,Familiar,1
1690,22,1161.55,0,120,156,Capital,Tecnico,Familiar,1
1692,36,1066,6,172,155,Capital,Tecnico,Familiar,1
1696,52,1500,0,378,196,Capital,Tecnico,Familiar,1
1697,34,2200,0,137,187,Capital,Tecnico,Familiar,1
1701,34,870,0,119,175,Capital,Tecnico,Familiar,1
1709,24,4200,18,145,185,Capital,Tecnico,Familiar,1
1714,27,6600,7,210,190,Capital,Tecnico,Familiar,1
1728,31,900,0,114,175,Capital,Tecnico,Familiar,1
1736,29,1400,0,150,196,Capital,Tecnico,Familiar,1
1738,29,1200,9,138,211,Capital,Tecnico,Familiar,1
1758,34,1050,0,179,182,Capital,Tecnico,Familiar,1
1761,29,2000,43,137,173,Capital,Tecnico,Familiar,1
1764,28,741.35,0,129,169,Capital,Tecnico,Familiar,1
1766,26,1620,0,148,154,Capital,Tecnico,Familiar,1
1773,32,1231.56,0,121,175,Capital,Tecnico,Familiar,1
1794,25,1179,0,182,162,Capital,Tecnico,Familiar,1
1811,25,749.38,0,123,169,Capital,Tecnico,Familiar,1
1813,24,554.36,8,123,175,Capital,Tecnico,Familiar,1
1820,22,1056.31,0,128,154,Capital,Tecnico,Familiar,1
1823,34,7000,20,210,186,Capital,Tecnico,Familiar,1
1828,31,2237.79,15,132,192,Capital,Tecnico,Familiar,1
1843,35,714.63,9,124,175,Capital,Tecnico,Familiar,1
1847,25,1222.93,0,128,169,Capital,Tecnico,Familiar,1
1849,50,750,0,120,199,Capital,Tecnico,Familiar,1
1854,27,3300,12,112,205,Capital,Tecnico,Familiar,1
1858,28,2100,9,182,205,Capital,Tecnico,Familiar,1
1863,29,6245,37,164,191,Capital,Tecnico,Familiar,1
1865,24,1221.95,0,135,161,Capital,Tecnico,Familiar,1
1866,21,767.36,7,120,175,Capital,Tecnico,Familiar,1
1867,32,7000,85,205,204,Capital,Tecnico,Familiar,1
1870,33,760,0,146,194,Capital,Tecnico,Familiar,1
1883,35,4000,6,166,208,Capital,Tecnico,Familiar,1
1889,45,2227.3,9,133,197,Capital,Tecnico,Familiar,1
1907,34,2200,49,208,175,Capital,Tecnico,Familiar,1
1911,43,896.4,0,136,173,Capital,Tecnico,Familiar,1
1913,24,3200,15,180,206,Capital,Tecnico,Familiar,1
1920,31,2400,10,164,192,Capital,Tecnico,Familiar,1
1921,53,2000,0,137,185,Capital,Tecnico,Familiar,1
1929,46,2500,10,198,197,Capital,Tecnico,Familiar,1
1937,29,655.57,0,138,175,Capital,Tecnico,Familiar,1
1938,21,800,0,129,156,Capital,Tecnico,Familiar,1
1939,25,2419,0,145,166,Capital,Tecnico,Familiar,1
1956,29,743.17,0,124,175,Capital,Tecnico,Familiar,1
1965,41,677.41,6,113,180,Capital,Tecnico,Familiar,1
1966,32,1089.51,7,114,175,Capital,Tecnico,Familiar,1
1972,38,1500,7,136,179,Capital,Tecnico,Familiar,1
1981,33,6452,9,147,199,Capital,Tecnico,Familiar,1
1991,32,950,8,119,175,Capital,Tecnico,Familiar,1
1997,35,600,17,134,194,Capital,Tecnico,Familiar,1
2003,21,911.52,0,128,175,Capital,Tecnico,Familiar,1
2005,48,700,14,141,180,Capital,Tecnico,Familiar,1
2015,41,1078.06,0,117,180,Capital,Tecnico,Familiar,1
2029,36,3800,18,176,194,Capital,Tecnico,Familiar,1
2034,31,2123.29,0,133,180,Capital,Tecnico,Familiar,1
2040,34,1109.08,0,127,177,Capital,Tecnico,Familiar,1
2055,23,769.68,0,129,156,Capital,Tecnico,Familiar,1
2072,22,853.34,0,131,156,Capital,Tecnico,Familiar,1
2079,28,1017.28,0,141,169,Capital,Tecnico,Familiar,1
2099,33,1355.85,0,125,194,Capital,Tecnico,Familiar,1
2101,29,980.47,0,131,168,Capital,Tecnico,Familiar,1
2102,29,2100,16,210,186,Capital,Tecnico,Familiar,1
2110,24,1034.19,0,179,156,Capital,Tecnico,Familiar,1
2113,32,1200,6,161,175,Capital,Tecnico,Familiar,1
2135,32,1600,29,133,180,Capital,Tecnico,Familiar,1
2141,25,1280,6,172,181,Capital,Tecnico,Familiar,1
2147,35,1400,39,246,179,Capital,Tecnico,Familiar,1
2151,31,1699.17,10,122,178,Capital,Tecnico,Familiar,1
2154,31,1400,0,150,182,Capital,Tecnico,Familiar,1
2157,30,790,0,147,213,Capital,Tecnico,Familiar,1
2160,38,806,7,131,157,Capital,Tecnico,Familiar,1
2165,23,900,0,123,156,Capital,Tecnico,Familiar,1
2168,30,715,13,180,175,Capital,Tecnico,Familiar,1
2169,27,1350,44,166,173,Capital,Tecnico,Familiar,1
2170,22,750,0,155,175,Capital,Tecnico,Familiar,1
2176,34,606,0,126,175,Capital,Tecnico,Familiar,1
2177,32,700,0,122,175,Capital,Tecnico,Familiar,1
2182,24,890,12,163,156,Capital,Tecnico,Familiar,1
2195,39,2400,43,126,186,Capital,Tecnico,Familiar,1
2211,32,2930,7,185,217,Capital,Tecnico,Familiar,1
2213,70,2832,7,155,212,Capital,Tecnico,Familiar,1
2216,56,850,0,200,194,Capital,Tecnico,Familiar,1
2227,27,800,0,116,169,Capital,Tecnico,Familiar,1
2234,49,3330,0,159,221,Capital,Tecnico,Familiar,1
2235,28,1400,0,127,177,Capital,Tecnico,Familiar,1
2236,30,6000,0,137,192,Capital,Tecnico,Familiar,1
2242,29,790.7,8,139,175,Capital,Tecnico,Familiar,1
2249,35,1200,14,137,176,Capital,Tecnico,Familiar,1
2250,39,838.73,0,166,177,Capital,Tecnico,Familiar,1
2251,21,806,0,135,158,Capital,Tecnico,Familiar,1
2252,25,889.98,0,128,169,Capital,Tecnico,Familiar,1
2253,64,1930,0,240,199,Capital,Tecnico,Familiar,1
2254,32,1200,0,127,175,Capital,Tecnico,Familiar,1
2255,26,1378.3,0,154,188,Capital,Tecnico,Familiar,1
2258,38,2000,0,151,180,Capital,Tecnico,Familiar,1
2264,30,2833.55,0,119,211,Capital,Tecnico,Familiar,1
2267,24,909.03,0,110,156,Capital,Tecnico,Familiar,1
2278,31,838.64,0,125,194,Capital,Tecnico,Familiar,1
2282,53,1200,0,277,183,Capital,Tecnico,Familiar,1
2286,21,900,0,138,175,Capital,Tecnico,Familiar,1
2287,24,1208.31,0,118,156,Capital,Tecnico,Familiar,1
2288,27,800,9,123,169,Capital,Tecnico,Familiar,1
2292,34,2580,0,162,213,Capital,Tecnico,Familiar,1
2295,29,1300,0,122,175,Capital,Tecnico,Familiar,1
2296,24,1200,0,150,156,Capital,Tecnico,Familiar,1
2299,27,3914,0,164,196,Capital,Tecnico,Familiar,1
2302,38,892.96,0,166,196,Capital,Tecnico,Familiar,1
2304,26,850,20,130,188,Capital,Tecnico,Familiar,1
2305,31,734.39,0,108,175,Capital,Tecnico,Familiar,1
2311,36,1400,0,240,179,Capital,Tecnico,Familiar,1
2315,28,608.6,12,130,194,Capital,Tecnico,Familiar,1
2316,37,2500,3,144,187,Capital,Tecnico,Familiar,1
2318,21,1200,,131,175,Capital,Tecnico,Familiar,1
2319,27,840,0,126,154,Capital,Tecnico,Familiar,1
2320,32,600,20,249,194,Capital,Tecnico,Familiar,1
2323,25,1071.59,0,126,169,Capital,Tecnico,Familiar,1
2327,,593.57,14,147,188,Capital,Tecnico,Familiar,1
2335,21,851.55,0,145,156,Capital,Tecnico,Familiar,1
2337,64,415,0,210,194,Capital,Tecnico,Familiar,1
2353,29,1200,9,143,168,Capital,Tecnico,Familiar,1
2360,25,1200,0,127,169,Capital,Tecnico,Familiar,1
2364,41,2750,25,156,216,Capital,Tecnico,Familiar,1
2372,33,1187.35,0,181,175,Capital,Tecnico,Familiar,1
2375,20,663.75,0,121,156,Capital,Tecnico,Familiar,1
2378,28,2100,14,142,186,Capital,Tecnico,Familiar,1
2379,38,1200,0,130,177,Capital,Tecnico,Familiar,1
2382,29,3178.5,11,107,192,Capital,Tecnico,Familiar,1
2390,32,1175.66,0,116,175,Capital,Tecnico,Familiar,1
2392,35,812.53,0,111,177,Capital,Tecnico,Familiar,1
2402,55,2069,17,153,179,Capital,Tecnico,Familiar,1
2403,23,1468.75,0,134,158,Capital,Tecnico,Familiar,1
2404,27,800,0,129,169,Capital,Tecnico,Familiar,1
2408,34,1012.85,0,117,170,Capital,Tecnico,Familiar,1
2411,46,1500,0,140,182,Capital,Tecnico,Familiar,1
2415,43,2000,40,138,185,Capital,Tecnico,Familiar,1
2421,36,1600,42,194,180,Capital,Tecnico,Familiar,1
2423,30,1410.61,12,134,194,Capital,Tecnico,Familiar,1
2425,29,3500,25,151,218,Capital,Tecnico,Familiar,1
2426,25,731.79,0,130,169,Capital,Tecnico,Familiar,1
2434,31,800,0,157,194,Capital,Tecnico,Familiar,1
2435,40,1483.26,0,230,197,Capital,Tecnico,Familiar,1
2437,46,1800,0,234,186,Capital,Tecnico,Familiar,1
2438,28,1536.01,7,110,194,Capital,Tecnico,Familiar,1
2441,47,1420,8,128,182,Capital,Tecnico,Familiar,1
2442,23,945.84,0,126,156,Capital,Tecnico,Familiar,1
2445,27,3541.83,24,222,197,Capital,Tecnico,Familiar,1
2447,33,2200,8,196,172,Capital,Tecnico,Familiar,1
2448,24,1375.52,34,135,158,Capital,Tecnico,Familiar,1
2450,33,1079.11,0,147,194,Capital,Tecnico,Familiar,1
2451,36,1245.59,0,122,182,Capital,Tecnico,Familiar,1
2454,26,673.73,7,134,169,Capital,Tecnico,Familiar,1
2456,27,1200,0,121,162,Capital,Tecnico,Familiar,1
2461,36,1000,8,121,177,Capital,Tecnico,Familiar,1
2462,34,1600,29,,175,Capital,Tecnico,Familiar,1
2465,28,1036.2,0,123,175,Capital,Tecnico,Familiar,1
2468,37,780,39,193,155,Capital,Tecnico,Familiar,1
2487,21,900,0,156,173,Capital,Tecnico,Familiar,1
2489,63,1231.36,0,325,194,Capital,Tecnico,Familiar,1
2491,37,807.62,0,118,177,Capital,Tecnico,Familiar,1
2492,27,823.54,0,142,169,Capital,Tecnico,Familiar,1
2493,38,5000,51,150,194,Capital,Tecnico,Familiar,1
2501,51,711.96,0,117,192,Capital,Tecnico,Familiar,1
2504,34,700,0,122,189,Capital,Tecnico,Familiar,1
2508,29,1300,0,138,175,Capital,Tecnico,Familiar,1
2511,35,1200,0,112,170,Capital,Tecnico,Familiar,1
2515,40,1944.24,0,126,185,Capital,Tecnico,Familiar,1
2518,33,1400,0,168,177,Capital,Tecnico,Familiar,1
2521,42,2150,14,159,197,Capital,Tecnico,Familiar,1
2525,21,891.34,0,117,175,Capital,Tecnico,Familiar,1
2527,29,1931.09,14,123,180,Capital,Tecnico,Familiar,1
2528,25,1075.9,0,133,169,Capital,Tecnico,Familiar,1
2530,53,1500,0,149,201,Capital,Tecnico,Familiar,1
2532,22,1021.85,0,136,156,Capital,Tecnico,Familiar,1
2533,46,1200,16,135,180,Capital,Tecnico,Familiar,1
2539,31,2100,23,132,202,Capital,Tecnico,Familiar,1
2541,42,2500,100,128,230,Capital,Tecnico,Familiar,1
2546,32,1715.49,0,132,180,Capital,Tecnico,Familiar,1
2550,23,2100,0,110,192,Capital,Tecnico,Familiar,1
2551,41,2200,0,303,196,Capital,Tecnico,Familiar,1
2554,24,657.27,0,132,169,Capital,Tecnico,Familiar,1
2556,31,1800,0,157,180,Capital,Tecnico,Familiar,1
2558,23,1500,0,117,151,Capital,Tecnico,Familiar,1
2559,47,900,102,138,180,Capital,Tecnico,Familiar,1
2564,49,2893,28,178,146,Capital,Tecnico,Familiar,1
2565,29,3342.35,34,127,192,Capital,Tecnico,Familiar,1
2570,29,767.56,0,270,175,Capital,Tecnico,Familiar,1
2572,30,2100,27,182,192,Capital,Tecnico,Familiar,1
2573,28,800,30,142,175,Capital,Tecnico,Familiar,1
2577,34,700,10,181,170,Capital,Tecnico,Familiar,1
2582,28,2824.63,0,114,211,Capital,Tecnico,Familiar,1
2584,25,869.84,0,129,169,Capital,Tecnico,Familiar,1
2585,25,800,2,128,169,Capital,Tecnico,Familiar,1
2587,,3905,0,257,185,Capital,Tecnico,Familiar,1
2589,41,2100,84,259,177,Capital,Tecnico,Familiar,1
2601,34,1500,14,184,177,Capital,Tecnico,Familiar,1
2607,23,1031.33,0,132,156,Capital,Tecnico,Familiar,1
2610,27,6657.3,0,196,186,Capital,Tecnico,Familiar,1
2611,24,1043.82,0,112,156,Capital,Tecnico,Familiar,1
2612,54,1353.46,0,148,185,Capital,Tecnico,Familiar,1
2618,34,1500,7,189,179,Capital,Tecnico,Familiar,1
2619,35,1300,0,186,189,Capital,Tecnico,Familiar,1
2624,41,7239,0,247,197,Capital,Tecnico,Familiar,1
2625,23,901.2,0,145,156,Capital,Tecnico,Familiar,1
2633,50,691.21,57,210,180,Capital,Tecnico,Familiar,1
2645,35,1200,0,130,177,Capital,Tecnico,Familiar,1
2646,34,2200,0,158,194,Capital,Tecnico,Familiar,1
2649,29,1050.9,0,117,175,Capital,Tecnico,Familiar,1
2650,32,2000,0,216,220,Capital,Tecnico,Familiar,1
2652,21,881.34,0,142,156,Capital,Tecnico,Familiar,1
2656,25,656.49,0,127,169,Capital,Tecnico,Familiar,1
2660,30,800,0,246,192,Capital,Tecnico,Familiar,1
2664,36,1617.92,44,180,177,Capital,Tecnico,Familiar,1
2668,25,730,0,141,169,Capital,Tecnico,Familiar,1
2673,57,4176.35,11,318,211,Capital,Tecnico,Familiar,1
2674,43,15000,0,156,177,Capital,Tecnico,Familiar,1
2676,48,5000,30,212,181,Capital,Tecnico,Familiar,1
2678,27,1432.86,0,124,171,Capital,Tecnico,Familiar,1
2686,38,2261.71,71,212,213,Capital,Tecnico,Familiar,1
2688,,773,0,160,192,Capital,Tecnico,Familiar,1
2692,25,995.5,0,138,169,Capital,Tecnico,Familiar,1
2697,30,2300,19,152,199,Capital,Tecnico,Familiar,1
2700,40,1100,0,146,177,Capital,Tecnico,Familiar,1
2703,43,800,0,138,178,Capital,Tecnico,Familiar,1
2704,48,2776.65,0,142,195,Capital,Tecnico,Familiar,1
2709,37,1148.08,0,134,196,Capital,Tecnico,Familiar,1
2710,24,695.48,0,122,169,Capital,Tecnico,Familiar,1
2711,27,2650,11,173,186,Capital,Tecnico,Familiar,1
2713,22,1357.55,0,130,156,Capital,Tecnico,Familiar,1
2718,36,2082.75,0,249,194,Capital,Tecnico,Familiar,1
2719,48,1097.93,0,182,180,Capital,Tecnico,Familiar,1
2721,28,2000,0,173,195,Capital,Tecnico,Familiar,1
2723,44,2500,63,375,182,Capital,Tecnico,Familiar,1
2726,42,1200,11,122,199,Capital,Tecnico,Familiar,1
2729,22,2100,17,122,187,Capital,Tecnico,Familiar,1
2732,44,1706.5,30,210,197,Capital,Tecnico,Familiar,1
2733,22,1404.28,0,132,158,Capital,Tecnico,Familiar,1
2735,32,966.89,17,118,175,Capital,Tecnico,Familiar,1
2745,36,1300,0,163,177,Capital,Tecnico,Familiar,1
2751,30,2800,0,167,209,Capital,Tecnico,Familiar,1
2756,29,1200,0,201,175,Capital,Tecnico,Familiar,1
2759,30,1200,28,,175,Capital,Tecnico,Familiar,1
2762,22,1720.37,0,120,156,Capital,Tecnico,Familiar,1
2763,23,1000,0,156,200,Capital,Tecnico,Familiar,1
2767,24,613.75,4,121,156,Capital,Tecnico,Familiar,1
2768,34,1273.28,33,145,179,Capital,Tecnico,Familiar,1
2779,37,806.09,0,124,170,Capital,Tecnico,Familiar,1
2782,37,800,0,122,157,Capital,Tecnico,Familiar,1
2784,59,5212.22,0,156,189,Capital,Tecnico,Familiar,1
2786,28,1250,0,137,175,Capital,Tecnico,Familiar,1
2793,32,2100,0,124,192,Capital,Tecnico,Familiar,1
2801,39,3000,0,135,194,Capital,Tecnico,Familiar,1
2803,22,858.48,0,136,156,Capital,Tecnico,Familiar,1
2804,30,2800,0,188,192,Capital,Tecnico,Familiar,1
2805,34,645.34,14,141,189,Capital,Tecnico,Familiar,1
2815,26,1099.9,19,138,171,Capital,Tecnico,Familiar,1
2827,30,1000,21,173,175,Capital,Tecnico,Familiar,1
2830,23,700,0,133,156,Capital,Tecnico,Familiar,1
2831,26,2100,15,210,186,Capital,Tecnico,Familiar,1
2832,32,3135,19,162,222,Capital,Tecnico,Familiar,1
2838,21,1471.84,0,137,177,Capital,Tecnico,Familiar,1
2841,29,968.06,0,113,175,Capital,Tecnico,Familiar,1
2846,48,665.23,15,128,180,Capital,Tecnico,Familiar,1
2850,33,696.83,0,123,175,Capital,Tecnico,Familiar,1
2857,21,1200,0,104,156,Capital,Tecnico,Familiar,1
2861,25,898.06,0,119,169,Capital,Tecnico,Familiar,1
2869,28,1668.98,0,134,171,Capital,Tecnico,Familiar,1
2881,31,1586.86,0,127,177,Capital,Tecnico,Familiar,1
2883,47,814.46,8,186,178,Capital,Tecnico,Familiar,1
2885,55,1509.12,0,124,180,Capital,Tecnico,Familiar,1
2891,25,5130,0,143,198,Capital,Tecnico,Familiar,1
2892,25,5130,0,143,198,Capital,Tecnico,Familiar,1
2894,26,1500,22,137,171,Capital,Tecnico,Familiar,1
2899,35,1112.6,18,133,177,Capital,Tecnico,Familiar,1
2907,36,1050,22,174,177,Capital,Tecnico,Familiar,1
2909,29,3000,0,131,192,Capital,Tecnico,Familiar,1
2910,36,2100,0,144,194,Capital,Tecnico,Familiar,1
2915,36,1060.81,18,177,196,Capital,Tecnico,Familiar,1
2916,26,1772.94,21,192,174,Capital,Tecnico,Familiar,1
2917,29,1937.08,0,198,180,Capital,Tecnico,Familiar,1
2919,28,950,29,149,188,Capital,Tecnico,Familiar,1
2926,32,910.72,0,157,175,Capital,Tecnico,Familiar,1
2927,30,800,13,,207,Capital,Tecnico,Familiar,1
2929,41,3089,18,213,212,Capital,Tecnico,Familiar,1
2935,25,1570,0,116,164,Capital,Tecnico,Familiar,1
2941,35,1200,0,117,177,Capital,Tecnico,Familiar,1
2942,,1840,0,158,173,Capital,Tecnico,Familiar,1
2943,22,900,0,141,156,Capital,Tecnico,Familiar,1
2950,34,680,0,119,194,Capital,Tecnico,Familiar,1
2952,27,716.44,11,123,169,Capital,Tecnico,Familiar,1
2955,39,2000,39,155,182,Capital,Tecnico,Familiar,1
2961,40,3258.44,28,168,197,Capital,Tecnico,Familiar,1
2969,29,2000,28,173,178,Capital,Tecnico,Familiar,1
2973,35,8600,32,198,194,Capital,Tecnico,Familiar,1
2980,24,4900,3,169,186,Capital,Tecnico,Familiar,1
2982,31,2600,46,208,200,Capital,Tecnico,Familiar,1
2983,25,878.27,10,131,169,Capital,Tecnico,Familiar,1
2992,47,1200,2,132,173,Capital,Tecnico,Familiar,1
2994,45,2992,4,366,195,Capital,Tecnico,Familiar,1
2996,38,3000,9,160,194,Capital,Tecnico,Familiar,1
2999,35,783,0,192,148,Capital,Tecnico,Familiar,1
3001,35,1079.24,0,142,170,Capital,Tecnico,Familiar,1
3003,46,950,17,150,180,Capital,Tecnico,Familiar,1
3008,45,1988.42,7,118,197,Capital,Tecnico,Familiar,1
